year,class,female,femalespeers,malespeers,continue_or_grad,company_n,totpeople
79,1,0,6,30,1,D-4,37
79,1,0,6,30,1,D-4,37
79,1,1,6,30,1,D-4,37
79,1,0,6,30,1,D-4,37
79,1,1,6,30,0,D-4,37
79,1,0,6,30,1,D-4,37
79,1,0,6,30,1,D-4,37
79,1,0,6,30,1,D-4,37
79,1,0,6,30,0,D-4,37
79,1,0,6,30,1,D-4,37
79,1,0,6,30,1,D-4,37
79,1,0,6,30,0,D-4,37
79,1,0,6,30,1,D-4,37
79,1,0,6,30,1,D-4,37
79,1,0,6,30,0,D-4,37
79,1,0,6,30,1,D-4,37
79,1,0,6,30,1,D-4,37
79,1,0,6,30,1,D-4,37
79,1,0,6,30,0,D-4,37
79,1,0,6,30,1,D-4,37
79,1,1,6,30,1,D-4,37
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,1,D-4,32
79,2,0,0,31,0,D-4,32
79,2,0,0,31,1,D-4,32
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,0,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,0,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,0,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,0,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,1,E-1,38
79,1,0,0,37,0,E-1,38
79,1,0,0,37,1,E-1,38
79,2,0,3,26,1,E-1,30
79,2,0,3,26,0,E-1,30
79,2,0,3,26,1,E-1,30
79,2,0,3,26,1,E-1,30
79,2,1,3,26,1,E-1,30
79,2,0,3,26,1,E-1,30
79,2,0,3,26,1,E-1,30
79,2,0,3,26,1,E-1,30
79,2,0,3,26,1,E-1,30
79,2,0,3,26,1,E-1,30
79,2,0,3,26,1,E-1,30
79,2,0,3,26,1,E-1,30
79,2,0,3,26,1,E-1,30
79,2,0,3,26,1,E-1,30
79,2,1,3,26,1,E-1,30
79,2,0,3,26,1,E-1,30
79,2,0,3,26,1,E-1,30
79,2,0,3,26,1,E-1,30
79,2,0,3,26,1,E-1,30
79,2,0,3,26,1,E-1,30
79,2,1,3,26,1,E-1,30
79,2,0,3,26,1,E-1,30
79,2,0,3,26,1,E-1,30
79,2,0,3,26,1,E-1,30
79,2,0,3,26,0,E-1,30
79,2,0,3,26,1,E-1,30
79,2,0,3,26,1,E-1,30
79,2,0,3,26,1,E-1,30
79,2,0,3,26,1,E-1,30
79,1,0,6,27,1,E-2,34
79,1,0,6,27,1,E-2,34
79,1,0,6,27,0,E-2,34
79,1,0,6,27,1,E-2,34
79,1,0,6,27,1,E-2,34
79,1,0,6,27,1,E-2,34
79,1,0,6,27,1,E-2,34
79,1,1,6,27,0,E-2,34
79,1,0,6,27,1,E-2,34
79,1,0,6,27,1,E-2,34
79,1,1,6,27,0,E-2,34
79,1,0,6,27,1,E-2,34
79,1,0,6,27,1,E-2,34
79,1,0,6,27,1,E-2,34
79,1,0,6,27,1,E-2,34
79,1,0,6,27,1,E-2,34
79,1,0,6,27,1,E-2,34
79,1,0,6,27,1,E-2,34
79,1,0,6,27,1,E-2,34
79,1,1,6,27,1,E-2,34
79,1,0,6,27,1,E-2,34
79,1,0,6,27,1,E-2,34
79,1,1,6,27,1,E-2,34
79,1,1,6,27,1,E-2,34
79,1,0,6,27,1,E-2,34
79,1,0,6,27,1,E-2,34
79,1,0,6,27,1,E-2,34
79,1,0,6,27,1,E-2,34
79,1,1,6,27,1,E-2,34
79,1,0,6,27,1,E-2,34
79,1,0,6,27,1,E-2,34
79,1,0,6,27,1,E-2,34
79,1,0,6,27,1,E-2,34
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,0,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,0,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,2,0,0,32,1,E-2,33
79,3,0,4,22,0,E-2,27
79,1,0,6,29,1,E-3,36
79,1,0,6,29,0,E-3,36
79,1,0,6,29,1,E-3,36
79,1,0,6,29,1,E-3,36
79,1,0,6,29,1,E-3,36
79,1,0,6,29,1,E-3,36
79,1,0,6,29,1,E-3,36
79,1,1,6,29,0,E-3,36
79,1,0,6,29,1,E-3,36
79,1,0,6,29,1,E-3,36
79,1,1,6,29,1,E-3,36
79,1,0,6,29,1,E-3,36
79,1,0,6,29,1,E-3,36
79,1,1,6,29,1,E-3,36
79,1,1,6,29,1,E-3,36
79,1,0,6,29,1,E-3,36
79,1,0,6,29,1,E-3,36
79,1,0,6,29,1,E-3,36
79,1,0,6,29,1,E-3,36
79,1,1,6,29,1,E-3,36
79,1,0,6,29,1,E-3,36
79,1,0,6,29,1,E-3,36
79,1,0,6,29,1,E-3,36
79,1,0,6,29,0,E-3,36
79,1,0,6,29,1,E-3,36
79,1,0,6,29,0,E-3,36
79,1,0,6,29,1,E-3,36
79,1,0,6,29,1,E-3,36
79,1,1,6,29,1,E-3,36
79,1,0,6,29,0,E-3,36
79,1,0,6,29,1,E-3,36
79,1,0,6,29,1,E-3,36
79,1,0,6,29,1,E-3,36
79,1,0,6,29,1,E-3,36
79,1,0,6,29,1,E-3,36
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,2,0,0,29,1,E-3,30
79,3,0,2,27,1,E-3,30
79,1,0,4,29,1,E-4,34
79,1,0,4,29,1,E-4,34
79,1,0,4,29,1,E-4,34
79,1,0,4,29,0,E-4,34
79,1,1,4,29,1,E-4,34
79,1,0,4,29,1,E-4,34
79,1,0,4,29,1,E-4,34
79,1,0,4,29,1,E-4,34
79,1,0,4,29,1,E-4,34
79,1,1,4,29,1,E-4,34
79,1,0,4,29,1,E-4,34
79,1,1,4,29,1,E-4,34
79,1,0,4,29,1,E-4,34
79,1,0,4,29,1,E-4,34
79,1,0,4,29,1,E-4,34
79,1,0,4,29,1,E-4,34
79,1,0,4,29,0,E-4,34
79,1,0,4,29,1,E-4,34
79,1,0,4,29,0,E-4,34
79,1,0,4,29,1,E-4,34
79,1,1,4,29,1,E-4,34
79,1,0,4,29,0,E-4,34
79,1,0,4,29,1,E-4,34
79,1,0,4,29,1,E-4,34
79,1,0,4,29,1,E-4,34
79,1,0,4,29,1,E-4,34
79,1,0,4,29,0,E-4,34
79,1,0,4,29,1,E-4,34
79,1,0,4,29,1,E-4,34
79,1,0,4,29,1,E-4,34
79,1,0,4,29,1,E-4,34
79,1,0,4,29,0,E-4,34
79,1,0,4,29,1,E-4,34
79,2,0,0,32,1,E-4,33
79,2,0,0,32,1,E-4,33
79,2,0,0,32,1,E-4,33
79,2,0,0,32,1,E-4,33
79,2,0,0,32,1,E-4,33
79,2,0,0,32,1,E-4,33
79,2,0,0,32,0,E-4,33
79,2,0,0,32,0,E-4,33
79,2,0,0,32,0,E-4,33
79,2,0,0,32,0,E-4,33
79,2,0,0,32,1,E-4,33
79,2,0,0,32,0,E-4,33
79,2,0,0,32,0,E-4,33
79,2,0,0,32,0,E-4,33
79,2,0,0,32,1,E-4,33
79,2,0,0,32,1,E-4,33
79,2,0,0,32,1,E-4,33
79,2,0,0,32,1,E-4,33
79,2,0,0,32,0,E-4,33
79,2,0,0,32,1,E-4,33
79,2,0,0,32,1,E-4,33
79,2,0,0,32,1,E-4,33
79,2,0,0,32,1,E-4,33
79,2,0,0,32,1,E-4,33
79,2,0,0,32,1,E-4,33
79,2,0,0,32,1,E-4,33
79,2,0,0,32,1,E-4,33
79,2,0,0,32,1,E-4,33
79,2,0,0,32,1,E-4,33
79,2,0,0,32,1,E-4,33
79,2,0,0,32,1,E-4,33
79,2,0,0,32,1,E-4,33
79,1,0,6,30,1,F-1,37
79,1,0,6,30,1,F-1,37
79,1,0,6,30,1,F-1,37
79,1,0,6,30,1,F-1,37
79,1,0,6,30,1,F-1,37
79,1,0,6,30,1,F-1,37
79,1,0,6,30,1,F-1,37
79,1,0,6,30,0,F-1,37
79,1,0,6,30,0,F-1,37
79,1,0,6,30,1,F-1,37
79,1,0,6,30,1,F-1,37
79,1,0,6,30,1,F-1,37
79,1,0,6,30,1,F-1,37
79,1,1,6,30,1,F-1,37
79,1,1,6,30,1,F-1,37
79,1,0,6,30,1,F-1,37
79,1,0,6,30,1,F-1,37
79,1,0,6,30,0,F-1,37
79,1,0,6,30,1,F-1,37
79,1,0,6,30,1,F-1,37
79,1,0,6,30,1,F-1,37
79,1,1,6,30,1,F-1,37
79,1,0,6,30,1,F-1,37
79,1,0,6,30,1,F-1,37
79,1,0,6,30,1,F-1,37
79,1,0,6,30,1,F-1,37
79,1,0,6,30,1,F-1,37
79,1,0,6,30,1,F-1,37
79,1,1,6,30,1,F-1,37
79,1,0,6,30,1,F-1,37
79,1,0,6,30,1,F-1,37
79,1,0,6,30,0,F-1,37
79,1,0,6,30,1,F-1,37
79,1,1,6,30,1,F-1,37
79,1,1,6,30,0,F-1,37
79,1,0,6,30,1,F-1,37
79,2,0,0,28,1,F-1,29
79,2,0,0,28,1,F-1,29
79,2,0,0,28,0,F-1,29
79,2,0,0,28,1,F-1,29
79,2,0,0,28,1,F-1,29
79,2,0,0,28,1,F-1,29
79,2,0,0,28,1,F-1,29
79,2,0,0,28,1,F-1,29
79,2,0,0,28,1,F-1,29
79,2,0,0,28,1,F-1,29
79,2,0,0,28,0,F-1,29
79,2,0,0,28,1,F-1,29
79,2,0,0,28,1,F-1,29
79,2,0,0,28,1,F-1,29
79,2,0,0,28,1,F-1,29
79,2,0,0,28,1,F-1,29
79,2,0,0,28,1,F-1,29
79,2,0,0,28,1,F-1,29
79,2,0,0,28,1,F-1,29
79,2,0,0,28,1,F-1,29
79,2,0,0,28,1,F-1,29
79,2,0,0,28,1,F-1,29
79,2,0,0,28,1,F-1,29
79,2,0,0,28,1,F-1,29
79,2,0,0,28,1,F-1,29
79,2,0,0,28,1,F-1,29
79,2,0,0,28,1,F-1,29
79,2,0,0,28,1,F-1,29
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,0,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,0,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,0,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,0,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,1,F-2,37
79,1,0,0,36,0,F-2,37
79,1,0,0,36,1,F-2,37
79,2,1,6,28,1,F-2,35
79,2,1,6,28,1,F-2,35
79,2,0,6,28,1,F-2,35
79,2,0,6,28,1,F-2,35
79,2,0,6,28,1,F-2,35
79,2,0,6,28,1,F-2,35
79,2,0,6,28,1,F-2,35
79,2,1,6,28,1,F-2,35
79,2,0,6,28,1,F-2,35
79,2,0,6,28,1,F-2,35
79,2,0,6,28,1,F-2,35
79,2,0,6,28,0,F-2,35
79,2,0,6,28,1,F-2,35
79,2,0,6,28,1,F-2,35
79,2,0,6,28,1,F-2,35
79,2,1,6,28,1,F-2,35
79,2,0,6,28,1,F-2,35
79,2,0,6,28,1,F-2,35
79,2,0,6,28,0,F-2,35
79,2,0,6,28,1,F-2,35
79,2,1,6,28,1,F-2,35
79,2,1,6,28,1,F-2,35
79,2,0,6,28,1,F-2,35
79,2,0,6,28,1,F-2,35
79,2,0,6,28,1,F-2,35
79,2,0,6,28,1,F-2,35
79,2,0,6,28,1,F-2,35
79,2,0,6,28,1,F-2,35
79,2,0,6,28,1,F-2,35
79,2,0,6,28,0,F-2,35
79,2,0,6,28,1,F-2,35
79,2,0,6,28,1,F-2,35
79,2,0,6,28,1,F-2,35
79,2,0,6,28,1,F-2,35
79,1,0,0,32,1,F-3,33
79,1,0,0,32,1,F-3,33
79,1,0,0,32,0,F-3,33
79,1,0,0,32,1,F-3,33
79,1,0,0,32,1,F-3,33
79,1,0,0,32,0,F-3,33
79,1,0,0,32,1,F-3,33
79,1,0,0,32,1,F-3,33
79,1,0,0,32,1,F-3,33
79,1,0,0,32,1,F-3,33
79,1,0,0,32,1,F-3,33
79,1,0,0,32,1,F-3,33
79,1,0,0,32,0,F-3,33
79,1,0,0,32,1,F-3,33
79,1,0,0,32,1,F-3,33
79,1,0,0,32,1,F-3,33
79,1,0,0,32,1,F-3,33
79,1,0,0,32,1,F-3,33
79,1,0,0,32,1,F-3,33
79,1,0,0,32,1,F-3,33
79,1,0,0,32,0,F-3,33
79,1,0,0,32,1,F-3,33
79,1,0,0,32,1,F-3,33
79,1,0,0,32,1,F-3,33
79,1,0,0,32,0,F-3,33
79,1,0,0,32,1,F-3,33
79,1,0,0,32,0,F-3,33
79,1,0,0,32,1,F-3,33
79,1,0,0,32,1,F-3,33
79,1,0,0,32,1,F-3,33
79,1,0,0,32,1,F-3,33
79,1,0,0,32,1,F-3,33
79,2,0,5,24,0,F-3,30
79,2,0,5,24,1,F-3,30
79,2,0,5,24,0,F-3,30
79,2,0,5,24,0,F-3,30
79,2,0,5,24,1,F-3,30
79,2,0,5,24,1,F-3,30
79,2,0,5,24,1,F-3,30
79,2,0,5,24,1,F-3,30
79,2,0,5,24,1,F-3,30
79,2,0,5,24,1,F-3,30
79,2,1,5,24,1,F-3,30
79,2,0,5,24,1,F-3,30
79,2,0,5,24,1,F-3,30
79,2,0,5,24,1,F-3,30
79,2,1,5,24,1,F-3,30
79,2,0,5,24,1,F-3,30
79,2,1,5,24,1,F-3,30
79,2,0,5,24,1,F-3,30
79,2,0,5,24,1,F-3,30
79,2,0,5,24,1,F-3,30
79,2,0,5,24,1,F-3,30
79,2,1,5,24,1,F-3,30
79,2,0,5,24,0,F-3,30
79,2,0,5,24,1,F-3,30
79,2,0,5,24,1,F-3,30
79,2,0,5,24,1,F-3,30
79,2,0,5,24,0,F-3,30
79,2,1,5,24,1,F-3,30
79,2,0,5,24,1,F-3,30
79,3,0,0,26,1,F-3,27
79,1,0,0,35,0,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,0,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,0,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,1,F-4,36
79,1,0,0,35,0,F-4,36
79,1,0,0,35,1,F-4,36
79,2,0,5,27,1,F-4,33
79,2,0,5,27,1,F-4,33
79,2,0,5,27,1,F-4,33
79,2,0,5,27,1,F-4,33
79,2,0,5,27,0,F-4,33
79,2,0,5,27,1,F-4,33
79,2,0,5,27,0,F-4,33
79,2,0,5,27,0,F-4,33
79,2,0,5,27,1,F-4,33
79,2,1,5,27,1,F-4,33
79,2,0,5,27,1,F-4,33
79,2,0,5,27,1,F-4,33
79,2,1,5,27,1,F-4,33
79,2,0,5,27,1,F-4,33
79,2,0,5,27,1,F-4,33
79,2,0,5,27,1,F-4,33
79,2,0,5,27,1,F-4,33
79,2,0,5,27,1,F-4,33
79,2,0,5,27,1,F-4,33
79,2,1,5,27,1,F-4,33
79,2,0,5,27,1,F-4,33
79,2,0,5,27,1,F-4,33
79,2,0,5,27,0,F-4,33
79,2,0,5,27,0,F-4,33
79,2,0,5,27,1,F-4,33
79,2,0,5,27,1,F-4,33
79,2,0,5,27,1,F-4,33
79,2,1,5,27,1,F-4,33
79,2,0,5,27,1,F-4,33
79,2,0,5,27,1,F-4,33
79,2,0,5,27,1,F-4,33
79,2,1,5,27,1,F-4,33
79,1,0,5,33,0,G-1,39
79,1,1,5,33,1,G-1,39
79,1,0,5,33,1,G-1,39
79,1,0,5,33,0,G-1,39
79,1,0,5,33,0,G-1,39
79,1,0,5,33,1,G-1,39
79,1,1,5,33,1,G-1,39
79,1,0,5,33,1,G-1,39
79,1,0,5,33,1,G-1,39
79,1,0,5,33,1,G-1,39
79,1,0,5,33,1,G-1,39
79,1,0,5,33,1,G-1,39
79,1,0,5,33,1,G-1,39
79,1,0,5,33,1,G-1,39
79,1,0,5,33,1,G-1,39
79,1,0,5,33,1,G-1,39
79,1,0,5,33,1,G-1,39
79,1,0,5,33,1,G-1,39
79,1,0,5,33,1,G-1,39
79,1,1,5,33,0,G-1,39
79,1,0,5,33,0,G-1,39
79,1,1,5,33,1,G-1,39
79,1,0,5,33,1,G-1,39
79,1,0,5,33,1,G-1,39
79,1,0,5,33,1,G-1,39
79,1,0,5,33,0,G-1,39
79,1,0,5,33,0,G-1,39
79,1,0,5,33,1,G-1,39
79,1,0,5,33,1,G-1,39
79,1,0,5,33,1,G-1,39
79,1,0,5,33,0,G-1,39
79,1,1,5,33,1,G-1,39
79,1,0,5,33,1,G-1,39
79,1,0,5,33,1,G-1,39
79,1,0,5,33,1,G-1,39
79,1,0,5,33,1,G-1,39
79,1,0,5,33,1,G-1,39
79,1,0,5,33,0,G-1,39
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,0,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,2,0,0,31,1,G-1,32
79,3,0,5,18,1,G-1,24
79,1,0,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,1,1,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,1,0,5,32,0,G-2,38
79,1,0,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,1,1,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,1,1,5,32,1,G-2,38
79,1,1,5,32,1,G-2,38
79,1,0,5,32,0,G-2,38
79,1,0,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,1,0,5,32,0,G-2,38
79,1,0,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,1,1,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,1,0,5,32,1,G-2,38
79,2,0,0,27,1,G-2,28
79,2,0,0,27,1,G-2,28
79,2,0,0,27,1,G-2,28
79,2,0,0,27,1,G-2,28
79,2,0,0,27,1,G-2,28
79,2,0,0,27,1,G-2,28
79,2,0,0,27,1,G-2,28
79,2,0,0,27,1,G-2,28
79,2,0,0,27,1,G-2,28
79,2,0,0,27,1,G-2,28
79,2,0,0,27,1,G-2,28
79,2,0,0,27,1,G-2,28
79,2,0,0,27,1,G-2,28
79,2,0,0,27,1,G-2,28
79,2,0,0,27,1,G-2,28
79,2,0,0,27,1,G-2,28
79,2,0,0,27,1,G-2,28
79,2,0,0,27,0,G-2,28
79,2,0,0,27,1,G-2,28
79,2,0,0,27,1,G-2,28
79,2,0,0,27,1,G-2,28
79,2,0,0,27,1,G-2,28
79,2,0,0,27,1,G-2,28
79,2,0,0,27,1,G-2,28
79,2,0,0,27,1,G-2,28
79,2,0,0,27,1,G-2,28
79,2,0,0,27,1,G-2,28
79,1,1,6,27,1,G-3,34
79,1,0,6,27,1,G-3,34
79,1,0,6,27,1,G-3,34
79,1,0,6,27,1,G-3,34
79,1,0,6,27,1,G-3,34
79,1,1,6,27,1,G-3,34
79,1,0,6,27,1,G-3,34
79,1,1,6,27,1,G-3,34
79,1,0,6,27,0,G-3,34
79,1,0,6,27,1,G-3,34
79,1,0,6,27,1,G-3,34
79,1,0,6,27,1,G-3,34
79,1,0,6,27,1,G-3,34
79,1,0,6,27,1,G-3,34
79,1,0,6,27,1,G-3,34
79,1,0,6,27,1,G-3,34
79,1,0,6,27,0,G-3,34
79,1,0,6,27,1,G-3,34
79,1,0,6,27,1,G-3,34
79,1,0,6,27,1,G-3,34
79,1,0,6,27,1,G-3,34
79,1,1,6,27,1,G-3,34
79,1,1,6,27,1,G-3,34
79,1,0,6,27,1,G-3,34
79,1,0,6,27,1,G-3,34
79,1,1,6,27,1,G-3,34
79,1,0,6,27,1,G-3,34
79,1,0,6,27,1,G-3,34
79,1,0,6,27,1,G-3,34
79,1,0,6,27,1,G-3,34
79,1,0,6,27,1,G-3,34
79,1,0,6,27,1,G-3,34
79,1,0,6,27,1,G-3,34
79,2,0,0,32,1,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,0,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,0,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,0,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,0,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,1,G-3,33
79,2,0,0,32,1,G-3,33
